"Restaurant.and.hotels.Expenditure","Alcoholic.Beverages.Expenditure","Tobacco.Expenditure","Clothing..Footwear.and.Other.Wear.Expenditure","Housing.and.water.Expenditure","Medical.Care.Expenditure","Transportation.Expenditure","Communication.Expenditure","Education.Expenditure","Miscellaneous.Goods.and.Services.Expenditure","Special.Occasions.Expenditure"
5900,2340,0,1945,4650,119,1854,510,560,2430,0
9316,780,0,4130,9522,3046,11904,936,15240,4536,0
2310,1038,3770,3552,17802,247,14766,72,607,3630,0
6240,1780,3235,1435,14166,1695,624,948,0,2124,0
7900,510,2412,8020,35550,6439,8496,576,840,6594,3000
1940,0,0,1280,11610,1123,234,0,0,1734,0
3595,720,0,2710,23964,4065,2352,408,540,1536,0
5914,0,0,11165,26100,824,6270,432,525,5958,5800
4490,0,2080,1470,13440,767,11892,1014,6020,3990,0
1910,3120,520,2515,9480,1319,1998,318,620,5760,0
1910,0,0,1890,10548,940,1200,240,300,2766,1200
12897,0,7760,1710,9156,108,4950,720,550,1716,0
390,0,0,5067,20298,178,1362,1818,0,5874,3054
0,0,0,1400,6180,113,780,0,0,438,0
5730,0,0,1085,12918,198,4872,264,200,2694,0
0,0,208,1895,6516,55,360,0,0,3654,2200
1910,0,0,2530,10248,7532,13314,678,300,2772,0
1560,0,0,450,5508,104,1200,0,0,810,0
3174,240,3588,2260,14394,516,1098,0,390,3930,0
780,0,0,1602,13080,167,4026,366,0,4584,0
1560,0,0,900,7176,30,1680,0,0,1512,0
2532,0,0,1505,10734,570,1020,438,640,3444,2400
11050,0,1086,2905,28908,450,8040,3738,400,8106,0
5420,0,0,630,17898,996,7422,570,930,2034,0
15750,206,10264,2505,12798,174,5988,1038,310,4140,0
520,630,905,1065,10932,247,2160,750,0,2628,0
6785,260,9932,2160,16416,40079,8604,198,4075,4746,4200
1510,315,0,1970,9552,101,402,396,280,2778,0
1455,0,905,395,10806,90,354,0,150,1902,300
13680,100,905,2500,13800,186,5706,696,1680,6798,1000
22848,0,0,1570,18336,230,2100,732,530,3378,2510
2310,0,0,2250,35364,84,2646,858,15,3552,500
16090,190,0,3174,44826,191,12672,2004,260,9762,5623
955,500,2080,1910,45906,9875,204,960,329,3906,500
26855,95,6182,1730,15222,60,2652,264,475,4746,7990
1300,0,4525,120,11850,45,1350,0,0,684,2500
10920,0,2172,550,17250,1049,2400,912,0,2766,3800
35180,0,0,4717,24030,36511,20658,10338,24910,45972,3500
37633,90,1216,1060,8688,60,12402,558,3300,2448,220
22590,475,7240,2900,22392,172,23466,2526,14900,34986,7500
22020,0,0,2480,9948,1425,1116,312,85,3762,3330
6066,480,4525,630,9384,145,3156,192,0,2004,2000
8160,0,130,280,9978,101,5226,552,1170,2370,2300
13900,0,0,1285,14388,7771,6186,984,8610,11226,10000
13524,0,6335,1050,11442,290,1404,888,670,3132,200
11335,60,0,1097,13464,104,798,1362,750,1152,300
16730,0,0,600,11202,182,3348,468,680,2886,900
4976,0,0,1405,12456,764,1650,756,629,2706,11000
4920,222,3666,1849,15942,1394,2010,756,935,5172,2500
12120,1160,2050,1504,26820,2267,7056,882,2415,7890,6000
38515,720,3240,2985,11280,1209,3018,3666,1010,3414,0
1230,937,0,919,24882,668,1518,828,0,3372,0
4160,1040,879,1488,11820,2424,3780,780,1925,5028,0
6280,2415,836,1165,8436,950,1044,780,0,4584,7500
5575,400,1564,1455,12918,427,9540,888,545,6138,4000
7975,530,2300,935,14382,499,7242,444,3465,5514,5850
11250,336,4340,1988,14526,1388,15312,360,8660,5298,2500
7575,298,1288,3194,11376,1167,8082,1344,915,4560,3450
6725,0,0,4143,43134,1360,5682,4158,1520,7050,15700
600,0,0,580,8166,2954,360,0,0,1578,0
2965,635,3848,565,8808,321,2562,1584,770,2634,700
1720,0,0,960,12228,366,960,180,0,1722,1600
3020,0,0,314,21174,753,3624,648,30,3228,2090
300,0,305,1135,22278,120,5454,2160,0,1704,13440
1066,0,0,1940,18300,21,2604,138,445,2592,0
6314,822,1325,850,10656,46,3492,0,775,3012,0
16640,300,30,2070,13728,310,11274,3120,1130,4920,5300
29910,110,1773,1534,18312,60,3576,906,9330,5022,0
6748,240,240,1220,16614,476,15240,1224,300,3756,6710
23550,0,0,5209,26850,5011,10002,1218,16380,11112,7130
140,110,1056,890,14178,176,1524,702,0,1614,0
1220,1820,2918,1950,35622,687,7086,648,0,1290,2500
37560,0,0,3117,20052,467,18204,2520,14050,12204,22502
7800,0,0,229,19152,276,2322,54,0,1992,0
100,0,0,890,13632,3059,1758,522,0,1656,6000
11370,0,0,1400,13938,796,6954,444,310,3312,0
3020,0,0,1700,10698,490,1518,654,680,5280,380
5000,0,0,350,11160,48,4440,312,570,2178,0
4095,1755,5670,1440,17106,735,3882,480,380,16968,9000
14370,480,1810,1845,21408,1767,10866,2394,985,4194,6300
29500,0,0,1910,24606,1694,6894,456,9570,6270,2000
540,240,0,300,14310,75,768,192,0,918,2000
5930,399,670,940,19152,465,7698,0,450,6036,1580
1510,780,2172,2695,18018,12893,6978,1380,860,3180,0
300,480,0,1410,15282,1154,1044,468,0,5790,2000
5386,140,3620,2815,31368,4372,17328,3882,750,5916,2000
28180,1040,1040,1810,12870,88,10584,2856,0,3966,1780
780,45,0,395,11580,155,642,0,0,516,0
270,0,1086,225,11064,20,2514,192,0,636,0
3426,0,0,905,16758,1995,4344,1662,979,2742,0
33995,0,0,1530,13230,1308,7818,1374,19500,4788,0
9100,0,0,845,21288,734,8040,300,0,2592,9960
5570,0,1586,1409,8082,96,3240,516,1130,2868,500
9330,342,0,3024,18018,1276,9642,264,2245,5976,0
8500,360,7240,775,28632,1458,1854,672,120,3618,0
3330,0,0,769,22980,24661,3276,1182,1240,2358,0
25755,2988,2340,700,22188,1932,9000,4542,1069,6288,964
10725,0,0,1640,18948,1996,198,714,480,4824,0
2610,0,0,155,9282,982,648,1302,340,2334,0
17273,650,1560,2383,38592,429,11286,1224,205,11370,0
16195,936,10136,1550,17226,872,6558,846,1370,4500,0
11700,0,120,1470,15726,14349,4416,366,765,6810,0
7442,0,0,2107,8064,1173,3372,510,2125,4974,0
2830,0,2080,566,6126,160,192,1302,0,3102,0
15880,228,4103,350,19272,549,9438,960,13470,3684,0
4880,0,0,1280,32040,224,2622,0,2295,3792,47000
35330,924,0,530,9150,508,840,834,0,3054,0
23490,1358,6240,3088,39150,2162,1236,3576,1460,25536,13000
18075,480,4400,1025,32118,476,4470,3432,385,5040,0
3170,1640,0,1400,35820,11872,8214,918,0,8592,0
11144,1040,0,1143,11712,1795,330,0,420,8028,0
4149,0,0,1948,20826,610,240,96,710,3438,0
3655,3597,0,1095,14130,1659,3798,744,375,4866,1000
955,0,240,700,7530,280,720,870,500,3624,1000
11155,510,780,420,12084,196,9738,2154,14900,4824,1140
10240,765,1598,515,8760,500,14460,1068,1130,6060,950
4330,1506,0,1820,13920,617,4428,1074,680,6492,5500
23920,0,0,220,11700,127,21480,984,1610,5370,8000
11100,240,4525,2765,8700,569,9936,1068,3525,4278,0
6840,2210,0,1865,7050,475,7182,924,520,1866,1800
3665,550,2473,3865,15060,1441,2520,912,1075,5868,1150
2360,0,0,2930,40404,210,5118,1716,0,5874,0
2951,200,1265,862,11868,133,1740,600,520,2436,0
6770,0,3620,510,12114,610,8178,498,330,2694,0
9680,0,0,850,11262,1494,9414,672,1170,4974,0
3110,0,0,1600,14598,515,6402,522,515,6582,1000
360,0,0,525,10758,127,420,0,0,2880,1000
3730,130,0,790,17394,110,3978,1140,1390,1620,416
613,0,0,440,8472,126,1440,0,255,1602,0
11585,0,0,1620,15936,397,16362,72,660,3402,800
7640,0,0,635,18810,322,8958,360,520,2502,1500
2955,1976,1810,377,14604,842,660,0,500,2304,3200
7960,360,5450,1240,17892,835,10188,738,3260,4680,2000
19510,2650,0,4292,16008,1888,11316,834,12080,10812,11560
14910,0,0,2080,36726,1014,16530,1092,11320,6744,2006
46686,910,2363,910,14364,360,11292,924,40218,4662,0
9008,3540,4348,1436,14316,2365,8358,336,1223,5436,1000
1408,420,0,5820,32424,14671,8772,2442,95,4140,5500
27630,988,0,3918,31212,678,13650,1794,19190,13176,6145
2473,718,1945,1549,11322,882,7716,798,550,2298,3260
6050,930,3303,1070,14052,660,11250,756,13245,5370,3500
17505,8428,0,11878,54624,8695,28902,6642,17850,48150,11000
9860,780,1352,1581,25980,740,9996,624,740,5040,15600
9880,1290,15425,2995,13842,825,11868,834,11862,5346,5000
3104,270,998,255,18546,623,2700,312,20,1614,12000
6000,240,3640,2410,34074,1146,3396,1080,0,5670,6200
780,470,0,2284,24162,1818,4938,606,0,6786,1500
10362,2758,8165,2360,15894,723,10212,258,840,5310,1520
0,0,0,1105,32064,1372,2370,0,0,1128,6260
400,280,0,2020,16296,946,2598,714,0,3894,2600
240,3420,3982,1295,14388,5314,1518,1200,0,3174,0
1480,400,5611,255,21900,301,570,0,0,1104,0
1910,0,0,5420,12876,13467,2154,390,500,2574,5160
10785,1080,0,4239,8364,2268,6552,336,800,2976,4500
36008,5720,6335,23970,62760,3287,51348,51282,85720,116574,94710
2330,7680,10679,1335,6810,880,1206,768,120,3180,0
6830,1170,3620,2385,9012,536,2496,624,920,7374,500
11940,0,0,1824,13428,306,1830,336,1009,3696,6200
660,130,0,1080,16812,4466,3084,1680,0,4674,1880
13920,3048,9995,4105,16476,894,1134,666,730,4308,8500
2724,1062,0,3090,6552,489,1458,534,732,5010,6692
10540,3900,3620,2250,8556,1784,534,816,2600,3732,2500
20980,540,4540,1610,7164,183,2844,708,1520,4872,956
11930,13060,0,4677,24636,5053,6216,1164,1205,12828,6000
5530,0,0,590,14718,174,384,30,455,3090,4500
7670,2820,2172,4265,12366,627,7800,852,1545,3120,6500
2860,0,0,410,11550,2205,672,276,0,1284,0
23210,220,0,8790,25932,6156,20082,2112,2506,38394,19000
5455,0,0,589,8886,1073,1500,438,265,4380,4500
1515,522,3750,225,6006,638,1050,180,320,1014,0
6055,270,0,1196,10236,1098,6900,648,2130,5706,1000
1230,0,0,820,4890,2321,1500,0,0,978,0
20820,0,0,970,7176,4913,18762,996,45191,11256,8500
2905,810,3750,1010,6072,161,2670,0,740,1326,3485
6160,0,7783,2200,7404,45989,10620,600,4760,4200,4350
28425,2016,970,1230,8118,4281,26928,1308,2245,8862,3880
6144,120,4140,660,6642,4841,1248,606,2040,4362,5895
2970,0,0,2230,7386,256,4602,390,0,2952,1000
8050,670,3620,875,11904,3106,9000,816,1055,5934,0
1562,0,854,1450,7470,602,1500,0,335,3732,1031
3281,1265,0,1925,7098,897,900,144,1025,5466,3300
9050,255,0,3430,6018,311,4500,1122,31100,5202,4110
3360,816,0,1300,5658,761,15552,1734,1270,3900,4165
950,0,360,215,7176,255,240,0,265,750,0
3600,270,0,650,16290,367,180,0,520,2910,1500
10760,585,0,1939,11208,880,2790,0,1547,4968,0
2310,685,2080,575,25548,780,3468,1860,880,8478,7500
10730,81,240,3375,30822,414,1518,1488,555,5406,3500
260,552,2548,440,10152,2923,1278,1140,0,3174,0
0,3842,2220,398,12390,105,6630,936,0,2508,0
6170,604,1680,870,20022,472,2400,282,155,3960,0
5125,0,4966,775,10722,48492,1842,0,50,2220,0
28324,0,0,1159,9096,710,7206,936,3080,3912,0
27758,0,4732,735,15792,1731,12720,1380,14650,4998,0
10235,255,4680,2385,15906,4601,7110,444,515,5244,2270
19330,510,0,1327,18774,1040,7092,1050,1220,6660,0
950,810,0,2429,12576,66,600,1530,0,2778,3000
11860,40,0,1400,8298,828,2946,0,775,3228,0
4330,0,1040,660,8808,3598,240,0,155,13416,9100
2630,2940,0,1471,15162,798,1560,0,295,4116,0
20465,370,1560,750,11220,365,1524,120,85,3030,0
880,315,2080,150,9102,169,2082,0,0,1302,0
3460,1710,0,1223,8592,4973,1158,1302,470,7980,1000
120,0,2470,385,10404,321,1560,0,0,2178,3750
1110,0,104,1320,13950,194,768,300,350,2892,6000
24152,240,520,1840,18378,362,10374,912,11785,4122,0
2975,120,240,835,10332,627,2526,384,600,3198,1690
5400,540,120,880,17448,2892,7152,618,0,2706,6400
1300,0,0,900,6690,331,432,0,0,336,0
7380,405,0,1240,10110,2370,7356,702,1060,8040,2400
6104,0,0,1520,10002,678,7908,360,1675,4620,1500
2390,540,36,695,10038,323,912,102,490,2712,5200
5854,0,0,814,14886,676,6960,444,420,4548,500
0,0,0,870,17994,396,1392,1494,0,3192,3500
4768,0,0,2269,17418,207,42420,1872,710,5418,6900
3970,240,760,1815,16638,409,4266,882,800,5964,14800
2488,335,1040,2720,18660,126,10914,648,1195,4104,12500
0,135,1170,1080,14418,720,768,246,0,2010,0
1115,240,0,1470,17022,434,912,1092,440,3432,5670
1940,210,30,835,12450,223,4302,222,790,3090,0
4749,510,260,1746,15420,477,10068,1116,1095,6288,5400
735,45,507,750,13482,226,432,0,0,1602,2200
9100,345,132,1015,14904,216,4512,336,0,1614,1500
1866,0,0,1280,9822,444,768,390,100,3570,1750
2550,90,3957,1155,9882,164,534,570,1415,3318,0
40040,0,260,1964,35436,1917,198,144,0,12060,0
13525,744,1282,1536,13170,518,3018,372,70,6978,0
2855,412,424,862,15444,3995,384,456,860,5928,0
6630,1020,720,1814,18792,9895,2502,2160,650,6834,0
19375,1620,0,1855,35958,1847,6276,2484,12410,28218,5000
15454,810,1314,680,42660,2563,5946,1716,5340,17046,1800
7720,0,0,505,12582,2079,1230,660,610,5082,0
3800,0,0,1525,8928,447,408,270,2080,3606,0
16380,0,0,469,4026,160,2538,0,0,1062,0
35833,0,0,865,9948,344,4020,1146,0,8790,0
6650,0,0,3132,16434,394,1140,1062,1610,5610,0
9300,1170,3261,2318,35802,10524,594,1056,549,6006,0
50480,1590,0,19490,142680,49274,56322,21570,11465,131328,65000
82250,852,8673,12827,85518,3475,20736,15690,27135,48360,22000
11440,0,1764,525,7278,8363,1386,516,0,2874,0
9700,298,1882,4643,14478,1508,3594,2286,0,11820,5000
16430,2184,3640,2219,17526,111,7986,1644,570,4896,0
8750,120,780,734,14958,417,1602,276,1592,4890,0
50750,4648,0,16718,113880,2051,8676,19458,23400,94530,23000
9195,180,468,405,10596,3160,528,480,0,1338,0
4660,45,0,895,8226,328,660,0,0,2490,0
5175,360,7240,2925,11142,298,4032,0,360,3180,0
3510,45,11765,1245,20940,2320,2676,1560,350,2970,0
19402,0,4660,1925,8682,710,5454,1428,1435,2724,0
3242,180,7658,1006,11748,59,1332,756,610,4368,4000
7328,960,0,1075,13344,216,4566,8784,1330,6480,7680
3265,90,905,1455,9342,2720,1260,0,770,3180,500
2505,0,0,660,10278,133,2040,672,240,4170,0
6040,90,3597,1280,8112,95,2412,270,1438,4200,0
1355,135,6516,1590,10782,6132,3672,276,1050,3798,0
2870,0,4010,400,6468,57,2280,0,180,1836,0
4930,135,2460,1720,9222,346,3804,432,2050,5490,0
1355,0,0,1649,8520,2638,1080,276,480,3744,0
5980,0,260,220,5262,30,1302,0,0,624,0
700,0,0,730,11124,115,348,936,150,3432,0
50220,608,0,8200,23814,533,16884,3372,32190,32202,42595
660,288,0,1100,10722,1843,300,0,450,2394,0
1300,45,0,1405,10770,1945,402,0,0,1908,0
0,225,4660,430,9126,156,96,0,0,1794,0
7693,135,2563,2410,17790,4048,3786,936,1820,3588,22600
13630,90,1165,2310,11784,267,1968,1314,1110,4710,0
21950,535,1260,2922,20778,631,8934,1716,7200,5298,3000
1700,0,1204,0,11160,230,1200,0,0,1428,0
1455,150,4690,1238,19128,1016,1278,528,150,2784,0
4700,190,1506,950,9540,432,1518,480,650,3330,0
8185,300,722,2054,10668,310,654,264,880,3030,4850
15700,320,2042,1150,17088,1858,9318,930,7940,5784,0
250,0,0,508,9294,912,762,192,0,2124,0
22910,354,3154,2732,18342,3240,6402,2238,8500,5124,4000
19565,164,3620,1304,10098,600,4152,636,585,4440,5700
6010,168,7342,3645,10320,244,654,504,165,3534,8000
6580,168,2200,1819,5760,564,654,192,175,3216,3000
210,328,6980,849,9108,334,654,444,0,2586,1000
10055,210,5170,2402,20898,2333,3408,552,750,4710,7000
27575,348,672,1905,10626,312,1074,1338,310,4128,4000
10335,0,0,2429,16422,4909,2142,534,965,7422,25002
6530,75,1810,1469,7830,270,7698,636,530,3018,0
12340,0,5286,1715,8700,548,17646,444,670,3834,0
8970,86,9050,5115,15900,321,2658,834,385,3450,1500
7460,258,4525,1090,15318,221,6156,192,965,2406,12500
38500,2964,0,700,17880,1305,18288,1686,12350,16806,6000
7055,0,0,546,13128,1254,6540,360,2910,3126,0
8060,258,9050,1060,14256,5506,240,0,0,3216,0
13675,215,0,700,11490,7364,4500,1704,1200,6204,3250
3600,0,0,5584,68052,69242,26478,1194,0,19884,0
5170,0,0,3257,22014,30,2280,780,3750,1362,6200
1000,0,0,1850,56244,100,4134,4890,0,10746,0
11155,2132,0,1205,22062,11459,5418,3048,23425,4092,3000
6810,0,0,2600,9984,12960,408,468,860,3258,0
27410,0,0,1450,48750,2102,10002,4224,11285,11016,3000
18585,1390,0,1655,27180,2202,5154,960,100,9072,3000
22750,1280,10860,959,14628,1632,3372,2118,7300,3330,5000
20900,0,0,4135,74112,90,22008,9510,33200,21246,2000
29160,0,0,13932,133470,15891,22956,6078,17750,38634,35540
27450,0,0,8045,41736,1826,15516,3750,2550,10032,7000
9600,0,0,4257,88698,7465,4062,11400,14050,6978,500
19230,140,1274,2770,37740,95,9198,2238,480,5148,0
8710,0,0,385,60834,10710,2676,216,0,5652,0
2300,0,0,1780,65202,48530,12120,2700,0,5448,0
1450,1246,11765,435,81420,6387,5046,2352,0,3642,0
7800,0,0,2070,89520,10760,7182,1800,0,6000,10000
250,0,0,800,89340,85670,1560,3498,0,5562,0
13700,0,0,5349,82836,27446,9786,5160,0,13848,20000
13350,660,234,2675,58128,1723,11682,11040,0,15372,3000
14612,492,0,6985,47262,479,13620,17094,34980,16416,4000
43010,1080,0,5964,60240,3966,31188,8148,6360,36282,8500
22030,0,0,1260,40890,1291,1260,0,0,2502,0
900,0,0,2509,39864,121,384,912,0,2862,5500
7580,2360,3822,2317,23400,1813,10098,3456,1501,9564,6500
3964,438,832,4687,13170,150,3810,1170,450,5442,0
16585,900,6052,2621,22380,452,10392,3036,4150,8250,8300
3120,468,0,2410,51294,35552,17502,2496,0,10902,2000
33850,1530,4163,575,23220,195,2202,1248,0,2034,0
7650,0,1810,270,16596,154,2184,378,335,2586,500
9930,0,0,4175,17370,2007,9636,1608,380,5592,2000
4120,0,0,6749,25260,27546,4608,4008,980,10074,0
10740,1700,0,5145,43608,879,8622,6762,420,13332,18500
58100,660,0,16490,58716,82122,30930,5964,47500,31500,8000
17700,1572,0,2840,28026,870,19002,6534,10130,9762,6000
10150,3080,724,2480,56028,64891,19998,2130,1850,14376,18000
18460,3120,7783,4015,15312,288,4122,630,0,5304,4000
12990,0,0,6647,38808,3750,13896,1500,850,20610,2500
17495,120,0,3613,17850,331,24966,222,1675,14220,5500
8970,9240,0,2805,39288,133,8844,3378,0,65730,31000
12275,0,0,330,46176,535,13314,4344,7000,10932,2500
2020,0,0,1265,15270,5793,1560,858,300,4422,97000
10508,0,0,2300,35940,2103,9480,570,1980,8016,0
17370,1094,1456,6816,33828,7608,30732,3978,17862,13704,7650
7285,1206,10360,765,17226,1874,4818,0,0,1680,0
8030,3016,2808,1430,13458,169,4158,1344,0,2394,543
23905,3210,0,13773,66090,1711,32064,8580,11370,51726,23000
10760,540,1482,1540,25332,774,5886,3120,0,7230,8500
6680,3504,4360,1260,25416,8954,4680,684,0,1548,1500
26695,1040,1222,2412,20292,1010,23820,1428,15330,4068,19600
31310,205,0,10978,57516,6855,15222,11640,5760,22038,6000
1510,0,0,1975,29502,13443,5052,1422,1245,4338,500
7550,988,1768,2614,14514,681,9930,1272,938,3798,0
53890,2190,4680,3331,17310,1359,21828,3120,7550,7734,2700
17333,2470,12670,1160,7560,150,10110,1638,1820,6108,1170
2445,0,8280,4645,16542,76,7806,1044,540,9264,0
6367,1300,7240,1490,9960,33000,1440,780,2012,2712,3100
10905,0,7130,8430,17790,2620,15450,1302,1782,11316,0
18684,600,7240,2624,28440,186,13386,1302,28595,6450,700
2451,255,0,1520,7500,75,2520,0,1091,4026,0
2808,0,0,1395,14298,600,11082,780,1410,3702,3000
1617,470,14480,2055,10722,94,5400,0,967,4206,1310
2905,820,2080,1625,9222,11850,3480,0,3390,3462,0
7187,300,7240,1040,7620,290,11310,858,955,8298,0
300,0,0,2485,16482,300,5400,3300,0,4422,5000
43700,965,3426,800,27360,15190,16860,3432,50100,36696,0
2474,0,3620,1980,21744,220,8808,390,1191,9222,5600
3058,3380,0,560,9402,3480,6600,780,1120,2490,3000
19616,480,0,3989,52020,4500,36522,2502,1891,64368,3800
2683,1680,2850,2805,16170,4915,9084,420,726,11400,5300
4785,2470,4660,1075,6564,120,13800,1200,1830,2394,0
28600,0,0,450,10722,17120,2118,0,0,1746,500
3634,1300,4362,890,12240,150,4200,0,950,4152,1200
9100,0,0,1140,13974,2990,6090,258,2185,7902,0
46958,0,90,660,12744,0,480,0,2600,2658,0
10920,0,0,0,27876,5910,2214,132,0,774,0
2440,1222,0,550,12018,2127,5898,624,574,3714,0
9700,47,2642,100,6618,14000,660,120,1130,1986,0
15067,0,0,4000,40602,1000,11202,1812,32550,16596,1500
1342,0,0,168,6318,252,1344,780,50,2676,2000
11167,0,0,1520,71760,12700,16002,2988,2958,12594,0
3620,0,0,120,11922,520,6504,516,0,1464,0
5367,0,6,702,12282,292,1542,834,573,5562,0
29567,2340,3380,6229,33282,22000,48396,27180,47800,37362,35000
30333,0,0,2795,16074,550,14826,19566,30650,9372,0
1817,50,5430,800,18498,0,5838,150,1850,3588,0
3640,900,0,40,4512,0,318,0,0,642,0
5633,0,3885,240,11880,420,5580,1302,5800,3432,0
10816,6390,9955,5310,21120,2075,38796,3378,4231,43890,15000
2292,0,0,899,11364,2326,1158,2670,730,2358,0
11919,0,0,2980,22140,3537,44916,12192,3820,44052,17000
1900,0,2897,1040,8088,10,9540,780,3350,7158,3500
21790,1300,8150,1810,26220,6252,6498,1824,0,6786,24000
12550,0,0,3100,40914,9914,6198,11370,1500,12096,10200
9133,1560,2860,2984,23772,585,16290,3000,1700,11610,3000
6841,0,520,1350,13044,250,8454,390,900,5610,1300
9130,3380,14480,1370,43080,10410,12318,11898,15647,11778,15650
520,3510,442,1080,11244,7,4272,1938,0,3036,0
14926,210,0,1490,42978,1500,4662,4842,1960,20340,3000
9860,2670,1810,1665,16518,13356,6186,4164,1500,9678,800
11285,0,0,175,33546,2880,1038,2400,0,1080,5000
7367,0,0,40,6642,60,720,0,0,756,0
17360,930,0,7725,49380,54175,25224,2106,17000,12402,2340
360,0,156,1050,11136,0,660,0,0,1422,600
9530,1288,9955,21850,19506,20,6420,570,8610,7386,2750
6933,690,3801,2976,32616,1320,14358,192,2850,3912,950
3978,0,0,3370,17700,44,1860,360,740,6378,1868
5033,0,520,0,12348,1364,720,120,1400,2922,1850
7626,0,1346,380,14058,930,4464,1200,500,2562,500
290,0,390,1630,27240,52700,660,0,0,1452,3000
7510,270,780,967,57888,29242,3210,1200,945,2862,8500
960,0,9315,3719,19728,60400,7926,1800,0,13260,15200
5142,0,3266,1614,23148,10480,1500,1410,730,4818,16000
10823,1440,7240,1707,10878,4000,5352,1740,1129,2502,6000
2720,858,10860,1975,19668,750,4080,360,500,2040,1000
1160,288,7614,685,27702,7635,450,480,0,2874,950
3900,8756,7421,5380,28176,0,8988,0,0,2064,2750
120,70,0,420,6918,0,558,0,0,636,0
600,1125,0,2719,21600,1537,122562,5340,0,6600,1500
1120,1824,0,840,10830,0,702,1800,0,1494,1500
1990,300,3755,125,8958,0,3636,120,250,1590,0
1528,0,0,615,12336,520,630,420,300,1560,150
5147,590,0,2271,17922,0,5814,2964,17530,2970,2300
6183,690,15385,3510,10878,50000,4476,2082,990,4524,13950
4200,1606,4400,360,8598,440,780,312,528,1764,0
23340,0,0,5604,30888,0,34848,7800,0,33282,0
20773,664,1086,4669,43422,7529,14982,6102,5500,20250,0
8189,1002,0,2612,21060,30110,9642,600,80,8454,0
3600,0,0,3667,13848,1364,11976,3900,0,17112,0
11960,912,3620,3797,24120,4611,21162,4032,0,12960,2000
12950,1690,1086,2104,17850,922,18666,2898,10500,9750,0
11000,0,0,4708,62862,300,33144,11892,0,17082,0
17567,0,3120,3040,52020,840,22620,9798,23000,13794,1000
6066,600,543,2959,41592,530,6450,1824,1500,9330,0
26140,0,0,8738,52020,510,16296,2160,9500,18786,5000
29833,120,905,7725,64860,20880,34962,5700,10550,21780,10000
14620,650,0,2038,39240,295,7668,1902,8500,15300,11000
18600,0,0,5425,50706,13236,17694,2502,31379,17256,9000
6308,0,0,3080,32346,698,19554,1020,1725,12312,0
12160,0,0,1970,21690,405,6654,1020,0,10122,0
18567,0,0,17530,38184,1410,4986,858,1800,27132,25000
4020,0,9412,3933,18600,40,360,1350,0,5856,1500
4334,96,420,1359,11940,0,3120,258,1300,3768,0
17810,0,0,3224,29766,136,28080,780,0,11400,0
14017,0,0,3570,24114,846,6936,1650,32350,7668,0
22620,0,0,2523,13422,84,15456,1500,0,10740,3000
8560,0,0,4112,17196,779,15108,2856,2829,12930,0
4305,1540,12670,2403,31698,1685,13518,360,3335,10692,7500
6280,1665,6470,1909,30036,756,16674,1302,0,5592,6168
6066,1820,5430,1873,14820,1130,7500,60,3515,4158,4300
12053,1890,9412,1674,30564,895,14490,1044,1050,9978,4350
5200,135,0,1535,19854,504,2862,0,0,2352,5620
11383,0,0,5846,43320,100,33474,4800,20400,29016,24000
5858,0,0,2831,16230,376,6042,300,2298,3954,5150
4940,12100,17376,1625,38682,372,9360,1818,0,6348,8890
42250,0,0,11061,97110,2024,23022,5196,8450,34044,60800
49550,1900,0,31065,112320,51180,33360,26088,3600,52800,0
25500,0,0,7050,89130,2154,42210,1980,26900,16800,0
8850,420,8869,6996,73032,3971,3756,2340,3150,13254,0
8183,980,24366,12030,57582,4300,11340,8262,6890,19626,6000
32737,0,0,13880,82800,6280,20670,6498,36500,21894,5500
1360,140,0,3740,65448,2620,8358,3048,0,9654,0
8758,150,0,20688,82200,45030,44460,4740,33429,32700,100000
54100,0,0,5569,86370,2890,16032,21636,57240,29094,0
35737,0,0,29639,87546,41245,45576,8784,19125,42642,17000
7428,160,0,4922,29940,133050,16092,798,3160,12606,0
7243,313,0,4468,34140,5089,17346,8700,12000,12048,11500
8020,0,0,115,31590,113883,7920,1824,0,13800,68700
20280,2100,6730,2400,23880,0,5772,780,0,1542,0
19500,0,0,3535,34836,73628,15714,1662,6150,15270,7500
16073,0,0,11184,44598,28220,23262,1200,1500,22200,1000
5850,0,0,1550,31470,1160,5826,2082,200,9414,175
15492,0,0,10536,109032,12708,29982,2400,15500,35058,20000
17992,960,7240,5023,116964,2570,10920,3798,39400,21270,5000
10333,600,904,9523,29790,3486,12480,1560,12595,20028,2950
10511,0,0,3989,17940,16312,10974,6504,790,12012,8040
10725,2590,1910,1555,82992,420,9852,1494,11600,18972,2015
1481,2550,8540,2643,16680,1485,22674,4422,1170,11400,1000
600,0,0,0,105984,4000,1080,0,0,13440,1330
28379,180,0,3312,81600,13370,23664,13002,19500,40176,649
14083,0,11650,7160,73320,210,23370,5394,0,41346,7150
18366,450,0,11776,44592,0,13434,18000,11700,15126,0
5050,0,0,1973,28932,97,12300,1086,4000,9732,500
20332,2850,5430,3600,47322,239,18816,3384,1400,18324,8950
30656,1140,0,12344,92658,5607,76146,20538,17660,37800,14760
14270,720,0,3925,72990,939,20406,7020,2750,18060,10650
24884,0,0,5394,44742,20252,22554,7020,11450,20124,5720
28367,7245,0,7955,81450,7939,43638,14184,51900,20352,16000
57100,0,0,2360,64398,8974,25350,23196,0,72624,16181
