"Total.Food.Expenditure","Bread.and.Cereals.Expenditure","Total.Rice.Expenditure","Meat.Expenditure","Total.Fish.and..marine.products.Expenditure","Fruit.Expenditure","Vegetables.Expenditure"
66360,15638,7542,1227,18166,1405,6930
78255,20657,13914,1088,13512,1594,8727
75238,12669,4500,787,28924,2510,12261
72800,20794,12900,1376,13160,2490,10246
92306,22289,13446,1128,15929,2142,17785
107875,29152,13836,1091,37184,2935,13664
69265,23076,17376,9449,15428,2870,3838
64736,24878,18994,7725,10466,1815,4110
144859,62700,50364,15548,23872,2760,7751
153637,33592,26952,20014,12434,5810,10830
140184,48692,40725,24353,13676,2490,5485
79370,30029,22211,12102,12248,1836,5434
112019,27971,18310,20408,14219,8846,6350
103023,33141,23349,17180,14419,2335,6285
88979,22031,17256,6920,7770,2780,5975
222985,90377,59129,22880,30462,12400,19790
152111,55414,42342,15370,15340,1890,10229
53382,13926,10204,21760,7356,1250,2680
116639,37712,25880,19196,20270,2050,6045
72647,22878,16498,7300,10739,1130,7740
102967,30939,18915,5282,13164,5340,5565
32506,13847,10679,1529,1089,390,2040
163280,54827,40340,23657,11222,3290,6729
148817,22332,17412,17537,12098,7250,23180
69372,17456,9070,5970,12426,12199,6660
56381,19452,14842,5073,18204,2560,4925
37451,20392,16086,4112,2999,190,3502
36410,12451,5751,3130,5918,2450,2850
108573,35219,22987,25886,21559,1780,6735
54714,19890,13540,5298,14805,570,6230
49892,16117,12489,7853,8059,605,5300
83385,17773,15385,17037,16002,965,4393
161511,33944,13756,39536,29483,5496,24311
76458,21732,17346,11160,10639,3575,8490
61346,15798,13575,10570,7975,2665,4943
139385,21965,10314,24427,17378,5170,20965
147152,19672,13575,37039,35381,5518,16605
87926,40443,28880,13340,10536,1380,6580
80478,26992,21590,15675,15576,1000,6650
65543,11973,9360,10497,7119,3718,7779
55110,18260,9774,7765,10050,2015,3710
95992,21651,9322,17456,18175,4935,13130
115844,23970,9503,13437,14218,5463,7420
67035,21183,13575,4810,9319,1520,7195
120875,39475,27693,20320,12648,6910,6300
90591,33160,28180,12075,13254,1635,4450
72276,28458,22082,9554,7646,1280,2840
122205,40608,28960,24134,16705,2970,7540
156390,51982,33122,23400,13974,6349,7880
105227,25160,19525,19230,28912,2276,2170
70213,19455,11800,18766,7981,4755,4781
28146,12601,11041,3860,2046,860,2255
9618,6002,3986,145,170,435,0
158948,52652,25020,30960,20010,8035,13956
224685,48649,25159,43424,29410,6440,12003
155305,42609,22111,27378,26341,6660,13745
192588,31551,10673,37204,41662,7600,10327
169408,39107,24387,46334,16258,6350,6949
312918,79891,44705,49967,49596,11600,13064
137040,17609,8674,25730,19964,2920,5655
129967,36927,23650,16928,17664,3450,6435
144506,54907,29856,14654,25262,7455,9508
324321,40203,18748,42480,35068,15830,20950
105176,25302,17124,16425,7055,2400,6110
118671,36412,32218,14679,23497,3730,5630
186894,40349,30046,26246,49559,3865,9522
83110,35421,22625,4690,6296,850,7310
337269,39369,11655,39247,47238,13190,24652
119913,27156,16290,37394,2583,3389,5410
38328,3811,3711,3380,108,60,100
82927,19247,10285,15173,8350,3110,2535
127778,26571,15023,51405,16225,3255,5863
109665,34850,25248,11021,27567,3285,10809
322775,74431,25035,17520,64051,14708,19700
34632,9578,6937,4930,664,1071,1352
51301,20193,11598,4697,4243,1580,2565
24945,7377,4376,702,10,1017,0
47969,8230,3578,10007,4970,1560,6068
39550,14243,12127,1980,2169,200,960
143378,30504,14299,24820,22215,5690,15302
65273,21982,10451,5217,7638,380,6294
106467,24921,13318,24555,17429,2260,10930
87175,18993,7942,23014,16263,3400,9288
131665,37708,20460,28749,6543,6595,13295
94572,28065,8051,17689,13480,7526,6622
40518,7326,3119,8851,7634,2393,4833
135178,18533,8015,52295,7938,4600,8237
103861,33114,23621,6008,20608,2640,3965
78095,23254,15747,12158,7696,1640,6445
85103,14463,5973,21714,20014,9002,7596
69072,11854,6245,10874,8045,7095,7121
83909,18886,13303,30275,8494,2145,5355
123063,35747,17376,29168,10718,3445,10738
70696,23140,14540,12421,8479,1958,5059
141505,26635,15385,29810,21610,4675,15995
75852,19942,7961,15046,6004,1714,2481
152621,41690,29322,24228,24334,4550,17900
62554,23789,17014,3160,15928,1628,8850
114932,16265,4620,16578,21681,7020,12118
116045,41000,25098,12429,17427,3035,13162
22265,6363,3168,326,1105,110,3583
98681,18023,10440,24450,12422,11515,10265
166694,43173,12627,15134,43249,2315,14611
117762,18778,13033,16231,21001,3735,10856
107735,39627,28476,7389,13300,4141,9799
56963,14224,12308,7040,6310,6560,6065
173012,33585,23063,20129,33338,4272,11380
81975,23752,10778,9137,7055,2057,12110
95947,28282,22293,12645,13085,2435,3521
95851,33680,24828,13855,11796,3452,7342
118189,27432,18281,22070,27415,1505,5620
135028,21161,18009,5035,37589,5435,15493
86356,34290,26788,3410,13338,2802,8060
44969,17126,10985,4720,4124,1607,3359
102813,23051,19005,7750,26765,5458,8385
27836,6225,3349,0,9674,972,2670
146459,24900,21358,20702,13020,3865,14905
115859,25358,18462,9310,29804,4105,18950
127811,24189,16259,33030,23726,2857,16536
67295,19607,12205,6895,5342,4565,17455
109304,17374,13663,16438,16732,8760,12643
89304,16511,4427,17836,21757,8830,9385
39325,9545,3680,4771,8756,1865,4820
28594,6927,3395,3193,4641,945,4530
214802,37688,24700,43400,40515,15348,22480
83908,20917,13000,14705,15048,5440,7860
58657,9330,5590,9140,15177,7800,5580
110355,22714,12700,27304,14566,1870,8545
22887,4888,3354,2430,6236,1115,3215
136118,35716,22800,28650,28212,5370,17150
63952,21321,18600,12420,6954,3400,8490
24075,8456,4392,2490,4706,682,1915
110821,22692,14582,23884,15241,7670,6570
106021,27815,10885,12180,22934,6350,10840
150153,30562,15734,29014,21142,1210,6678
211981,34175,23428,40392,9132,4320,8662
123553,36376,28204,13246,12688,8620,17553
85639,8373,5343,10412,8390,16570,8270
234505,49282,38010,50402,21120,7470,18760
159926,42448,32654,32176,21487,5635,12119
220340,37917,17966,74926,26270,4990,14253
45803,13570,9684,9330,10103,1351,4085
49473,20890,17345,7200,6425,2005,3997
95552,19567,13340,23396,15759,6365,6973
116946,19752,12851,13140,11653,4860,10342
111953,42261,39205,14899,13044,2235,5931
46574,12153,8642,10090,9365,1980,4130
73295,12666,8639,14671,13592,4700,7803
136198,20794,13450,34041,13660,3725,14117
59169,16240,11795,4313,11582,970,7252
65556,15306,11971,10472,13268,3385,7957
91752,29646,21512,11714,15004,1262,3254
257099,66909,27270,40040,21866,18200,12969
93010,39975,32088,12493,6910,4725,13806
124541,37547,22535,11483,28552,3714,14789
67476,9741,4963,10658,10816,2330,7364
76356,26443,18471,19340,8187,2430,7415
28132,4934,3510,2755,8128,935,4858
21262,3641,2970,5110,4662,405,3260
155847,27905,7421,25086,22822,17378,10522
207117,61232,28515,27410,27596,4442,12586
120040,51633,25240,17923,16030,3175,5758
70110,24948,15774,7286,11658,1930,4812
105019,17979,11249,25613,18329,4088,5599
105892,21095,17236,19430,26498,1750,13235
147056,36102,20966,16136,23745,4801,14365
112767,37762,31140,22350,32406,2910,3931
147453,30847,21056,39816,17825,5370,10089
95703,35312,26476,18138,15664,2505,6694
69960,19671,14049,10320,14007,2240,3506
81749,16218,11121,14174,16411,4760,7335
95493,32202,26416,22634,13609,1475,8416
55308,17314,13032,7748,9534,1200,3923
56408,22710,17421,5644,8227,1130,4888
160404,54871,38150,11860,26665,3410,15058
91412,43068,34564,7410,11787,420,5328
71639,26253,20996,10584,16555,1175,5552
158402,57089,38925,26298,32918,3360,10702
121410,39325,27206,19840,19146,3892,17704
66308,26814,24610,9200,12112,1140,5401
63048,18468,15100,4980,15888,2125,7851
108402,29671,19876,17660,17548,5070,11030
83059,31606,27540,17590,13363,2910,5484
129234,49236,31301,16950,13342,3900,7605
82659,26769,19597,14306,15890,1565,9347
121620,33071,28920,17280,18860,4115,8800
108763,27690,18923,21084,14055,1685,7437
69155,32228,21539,9358,15622,630,4930
76356,14078,8020,15508,9939,2880,4862
77015,18729,15204,10104,14008,7699,6715
71330,27892,11529,10851,9821,990,12268
90586,25932,15838,21916,10863,5070,7855
78913,14465,7239,12469,12660,3770,10130
59705,18187,9593,4606,22264,1740,4150
144577,36056,11403,37180,35976,3310,9460
185031,48529,35385,44518,33703,4580,8890
149407,33680,26960,30767,26733,7455,13240
100946,43157,25340,22124,15573,1760,5820
57110,13361,7488,5363,16875,2285,6090
114258,23791,14400,9607,10194,16586,3600
78176,30602,18750,5224,5684,4358,8795
92464,27200,20950,16848,12187,2225,7995
133445,56237,41700,5242,7894,3109,8365
39580,16592,13545,4711,5125,2245,2485
58182,23612,1600,7025,4937,5760,4920
47960,15260,10575,4490,6302,4382,6280
53999,19573,0,743,2304,1445,3330
42241,22911,4308,828,3301,2460,3230
54140,18046,10620,3797,10629,5656,4365
15366,8008,6128,402,1428,1053,1881
61945,22954,0,1243,5094,6599,4582
31182,18359,15880,865,3790,1785,2825
84749,31352,15660,13972,4523,3138,7150
22568,7629,6375,3260,3332,1775,3365
26525,10702,0,959,1648,3704,5230
173922,40580,12990,9099,11969,6004,10345
59873,17187,8325,1833,13048,5286,1300
125376,34480,27972,26941,10800,2880,4062
31678,20780,90,455,3542,380,866
40393,22561,16833,714,6413,425,1155
97047,36684,32963,4824,12758,2845,7069
95538,29256,22323,8447,11894,3555,4579
85946,32271,25267,3508,7744,5115,3425
130485,38367,28598,38129,10993,2256,5746
94920,28181,21578,6078,11602,1885,8008
45660,18814,15990,2903,6540,915,3328
61400,22775,19994,3321,3864,630,2691
79501,24834,23070,8908,13814,2585,3487
102882,27231,21345,13831,11868,2962,6571
110702,34668,29171,10140,14474,3859,3205
35382,24309,19186,882,3660,555,2766
86809,17489,0,12300,5625,5013,5314
177913,90954,79224,14755,16218,4832,6358
70768,41973,40363,1774,7832,2750,4891
86607,41041,19910,6810,11998,2775,4302
67702,37601,23349,3455,6442,3565,5377
36074,16390,15385,2120,3833,2460,4494
78726,38613,31947,5485,11938,3398,3726
79691,33860,23892,8109,11596,2230,2629
68513,28981,24780,4760,6361,4360,7574
116875,46767,31096,11742,13897,3884,4860
71862,28392,22360,6392,7774,5155,3138
50310,22282,14621,6909,7971,2365,1793
125344,47224,38400,14370,9815,6115,7080
64561,21457,17280,9868,6906,4105,5042
89473,29689,10750,9171,20174,2651,5159
126556,54067,33448,6090,29677,7275,5272
11161,4725,1872,830,1690,1140,870
81178,27462,13398,5345,9252,3931,5193
60280,26790,11150,2980,7038,6183,6166
40590,16005,8549,3635,6432,230,3119
55803,25579,15244,2794,9753,2740,3204
33412,14531,3624,2772,3120,2065,2398
61055,20264,12600,4835,11030,2925,5801
19292,3720,2760,685,840,880,1270
146066,52929,30390,13420,24058,5633,8050
62169,25340,17798,2882,8416,489,2691
17692,4844,4554,360,995,550,869
129682,50354,43069,12325,7633,2637,4223
395214,15566,8688,0,14480,0,1498
64236,35373,30480,3672,6347,1590,3928
60092,23524,18300,4768,13618,1572,2804
79071,25592,21516,13804,17024,2103,4419
263296,49666,15345,48427,19610,8082,13240
17523,1100,504,210,320,20,0
133782,17159,6760,26164,13507,4216,6815
61830,25141,15680,3746,8140,2075,1745
125066,37912,27300,13874,17495,2945,7138
68108,19395,14784,4093,15271,9150,4865
11933,4559,3900,390,1450,605,390
138670,36784,25104,37596,22634,3165,6728
41715,11308,8833,8550,5535,986,2676
75064,29775,26655,7241,5639,2112,4730
56168,13922,5712,736,890,130,705
105383,56886,50480,14726,10294,1609,3668
39091,17603,13350,4240,3874,1044,2285
84490,46193,42450,3535,8968,625,2455
65666,32728,30660,3890,7309,1670,4405
48393,36054,450,1300,5368,660,1803
64040,31706,15348,2078,7958,565,2365
93398,46848,38520,13411,8214,1407,2865
66292,35268,20365,4337,8490,860,3035
49724,31914,0,1644,3048,1270,5510
34282,20684,9880,1928,3810,506,1823
38969,21905,19421,3230,2379,1010,2383
106200,24282,21030,9950,10922,4692,3575
74649,27847,22230,8616,3650,1938,5552
124533,41152,27000,24144,17070,7880,6953
49251,27297,17643,2044,4202,2710,1460
43365,15190,12506,5184,4222,460,1128
44208,16918,11644,3416,6342,2590,2725
255930,42978,25506,61512,47674,7450,11520
43913,21175,15028,1468,5288,386,2244
10166,4849,874,495,1275,723,1704
65675,36171,13680,1820,3510,8930,5086
61271,28454,13104,5154,13724,2390,4057
42427,32351,17180,1400,2285,920,2398
36496,19843,11052,1346,6164,4020,2380
35136,23689,12743,1863,4134,595,1470
33090,19967,2325,1090,3712,1160,4215
32413,23615,9175,360,2390,1200,3176
55195,30028,8820,0,8566,2400,3887
21564,11240,2100,1352,3140,380,1400
52228,29599,23665,3688,8372,2065,2100
43157,29000,13410,0,5883,1695,2255
15899,10080,8970,1060,1400,380,853
16430,8460,2400,233,2070,1160,885
21063,9691,5559,735,1860,515,3287
14296,8419,3510,420,2355,203,740
104633,27571,23850,14413,6260,3037,5690
43478,18767,9420,2475,2976,715,1446
214794,50631,28029,36197,41922,8533,20735
167598,36942,33120,22945,14366,5241,4489
122977,28513,19170,29330,8978,7482,4313
42999,7823,2298,1557,6010,3404,2190
102150,42388,36981,15487,16182,1455,2950
70982,31844,26915,9354,9230,4705,4052
61189,20032,13195,3060,7868,1730,2579
32855,10892,0,2580,10431,970,1830
71169,34432,3300,4240,17878,2430,3700
35060,14473,4672,4412,7459,915,2875
168224,43185,24000,39048,19641,8696,9615
56831,27772,11180,5389,8264,852,3380
58002,19735,11193,10334,14070,1520,5732
21062,11640,4140,760,1372,1135,3063
13996,6582,1560,1422,2787,512,1350
55362,17794,5850,3326,14612,1550,4383
25183,6019,0,1420,6814,790,2600
30751,16986,9642,800,2869,451,3414
16164,9180,3564,880,2708,300,953
8117,4227,2849,80,2330,70,568
60893,21951,17130,3415,11520,595,1951
78587,32404,25888,2960,20113,485,2177
73122,28004,13560,14200,12346,584,2863
40835,14801,1370,1709,15068,390,2468
42185,20036,6118,1132,8049,1280,2624
100362,34938,28554,9907,19678,2220,3407
45427,24736,14982,440,8447,425,3230
50386,25090,22000,6910,6420,650,3140
69498,16363,1500,3476,16723,1553,3055
39262,15440,9828,1957,11968,650,1523
31661,11590,6864,3232,5744,834,2391
41812,19158,13360,940,10544,490,2727
41102,17120,2288,3068,8476,1055,2095
14310,8251,2100,1260,2456,300,942
92032,52628,18928,4680,13780,470,5167
18213,10786,2914,570,2905,210,1215
59426,25076,21230,3564,4705,920,4405
46067,23012,20124,5376,4854,660,2705
36176,15414,0,6420,4964,320,1996
40000,15224,8400,4437,6683,1124,2040
46402,18936,2496,4223,7124,1760,2992
25924,9010,0,762,3961,570,1730
55423,20265,7200,5552,7702,990,4269
15703,7911,0,880,4215,87,725
25326,9208,470,1382,2562,435,1298
45706,13108,3900,5989,3786,350,5878
61189,24131,15236,9736,11070,1030,3547
15883,8158,430,2060,1505,566,1284
62613,28753,7200,4228,9772,2020,5190
33813,18115,2100,2525,2965,1615,4434
52734,28183,13525,1655,3140,2018,11416
41569,18344,13236,6590,7980,345,1455
33016,19176,0,1000,2635,839,5917
44003,20000,3800,4600,7270,875,4065
66260,28288,15060,7530,7908,1775,5410
7213,3222,1180,240,670,190,1605
18157,6030,5100,1110,3170,70,1197
45613,36228,1050,475,2330,215,897
37375,19514,6697,2611,3009,2030,3204
27894,15242,4500,1502,2268,1800,4085
8100,5084,0,155,1045,550,635
41788,21821,3550,1375,3090,2605,5937
21210,9084,0,2100,4305,660,1415
27329,16205,245,998,1595,2935,2105
51087,24169,16842,1869,4201,630,2803
18865,6497,168,1180,1888,1445,2628
8977,4639,0,935,655,940,840
32328,21850,0,420,720,2690,4084
45548,19870,13539,2020,4102,2775,5230
49724,25951,1325,2760,4520,285,1910
42880,25101,18640,700,3135,840,2195
32534,14028,11760,2735,3200,1037,4265
47921,21704,17694,4880,9182,1528,3090
76799,30537,25276,2950,1668,970,1825
49776,16496,13960,7746,4860,1730,4265
53785,28259,26124,6613,3064,1785,2520
38357,21136,13910,2135,4930,730,2171
24380,11899,5344,1471,2379,860,1580
64236,31560,24800,8985,3800,1240,3090
31986,16911,8100,1475,2415,970,1710
153738,22181,14380,5508,5960,2658,3420
13104,6262,3780,330,1754,520,1469
51439,24625,20748,4316,4458,587,1466
35816,16540,7159,3090,6308,360,1014
89045,35287,27864,18666,10470,830,3943
157068,37450,19800,34194,29726,2959,4185
180517,57901,14730,40782,19362,4114,6818
28537,8710,0,980,4740,785,2305
66313,21444,15776,8976,11528,1318,3686
162731,63663,52446,25330,18648,2227,8047
50130,23916,12550,4588,6174,1200,2503
42818,9147,6432,280,10040,265,1323
44619,28255,20320,3525,4126,200,596
69276,26142,20020,8970,8638,1910,3377
32968,16593,6526,3516,4261,1325,1480
52019,27071,320,2685,8575,910,2825
30525,17189,1200,1402,2806,820,1961
13848,6220,0,860,1438,380,3458
100747,42980,12600,11019,22379,2520,2150
29611,10980,10242,1706,3479,690,1421
35416,17446,13725,1881,6760,665,1933
34890,20357,1010,2226,2752,495,5088
22854,8524,1010,2300,6330,960,1785
52219,18678,9010,3513,8112,2110,3225
63632,34797,28783,4093,11485,2425,2937
75576,35198,23790,11246,6048,1325,4315
59826,29484,28468,2172,6620,863,2047
17491,10811,1350,1800,1700,620,900
59457,14721,1125,4030,6320,1275,3373
30679,15006,0,848,4661,815,4800
71191,39738,35840,1587,5798,2095,5030
46442,26578,8500,5080,3852,895,3630
34895,19741,15200,3188,2920,1118,2667
27139,10683,0,3535,2071,1190,2592
17137,8324,0,618,1860,350,4356
30593,19946,252,840,3234,360,4498
42500,22824,0,1680,5004,1520,7494
44172,24584,0,600,4521,670,7385
52127,24959,0,2635,3375,1488,5645
46776,18504,400,1716,3949,415,5249
23320,7950,0,450,3101,245,3887
16785,7165,0,395,1456,430,538
45656,29854,0,1010,4390,355,6024
58014,24750,0,2097,6039,590,5263
7594,4680,585,0,100,1580,35
53210,29365,23900,2448,5586,695,2790
91688,34664,24860,4497,9052,1231,6270
45509,16838,6398,1655,3419,438,2155
95957,28542,26856,2562,5610,925,5047
28458,18236,14480,2369,2388,188,1481
49773,28632,13352,2653,4386,1726,1960
48248,28454,25500,1675,4570,245,1900
26168,12399,5940,1020,5076,296,1076
47498,16232,3000,1760,3454,871,2243
53825,21660,1176,3884,5350,759,3894
33760,18951,2844,895,3751,1087,1905
43006,22400,7390,2270,4798,286,2690
9897,6409,200,465,1091,129,900
59293,26777,23555,3030,5354,1643,3620
52509,33537,23383,600,5717,342,1580
24259,11611,4480,860,2972,1246,1815
56025,37848,18056,660,4374,507,1950
46477,23187,17675,2522,9298,818,1275
78063,46514,42908,2520,8028,780,3145
39760,19460,0,1350,6648,345,2204
27012,16810,0,990,3634,650,2606
17095,6887,0,460,4080,1460,1574
37521,28249,2795,150,4107,955,1560
12300,5659,0,345,2016,240,1408
53134,19440,2590,1674,17771,861,2377
44218,28981,0,530,5346,820,2645
40977,23230,0,1222,7108,860,1997
34040,16008,0,724,9170,300,2311
65157,23540,5360,6675,11671,3105,7708
39674,15272,50,1850,6236,2848,5370
42921,14353,900,4218,8045,4645,4790
51826,17416,0,4871,7598,3966,8196
53408,22672,3262,6005,10690,1485,3715
90884,23976,12960,19344,15124,3280,8590
44900,18017,880,2030,7366,1655,3320
28048,12258,1225,3010,3829,1910,3397
178062,57833,45925,18536,17776,4216,4880
24760,9720,0,1668,3556,1240,3200
30200,19162,120,2485,3686,330,1676
99949,25201,21120,16186,16180,4627,3435
26289,11425,5545,2220,6080,460,1550
55522,24556,7720,6990,8807,1370,4316
60650,21417,1200,3010,15550,2414,3082
33159,12070,1200,1930,9350,1570,2522
26537,13828,1768,805,5305,180,2060
54021,26296,2640,8095,5490,2590,3805
27534,12902,0,1780,5394,481,1250
28870,11004,0,960,6456,2480,3560
66460,23808,8960,4604,18648,2574,3725
38377,19506,4940,2590,6080,270,915
46346,21583,1169,1620,9040,1030,2316
46104,24182,8590,1884,9052,1102,3285
51227,27480,5200,3328,6390,1820,2322
18068,10028,2340,640,4945,360,1263
22163,12295,0,880,3396,1270,1441
58236,19530,8190,2550,6100,860,3385
32986,21975,3610,690,2992,240,2766
34871,18747,300,1842,3020,1330,3428
31115,20692,300,225,3986,135,2896
41704,24536,8190,1230,6306,760,2521
21292,12648,4095,690,3494,115,1590
27559,9758,0,5590,3730,90,1586
39542,25370,16480,2460,3836,530,2221
7495,3932,0,430,1340,120,634
47592,28840,0,2970,4348,710,2187
64350,40802,120,6510,2170,2200,7033
58672,22896,12012,2952,8172,690,5165
45980,23837,0,780,7238,2280,3601
60018,26708,2830,3736,9670,2335,5176
43262,22775,0,2514,6436,950,2823
28593,15295,0,1880,4372,790,2360
44475,26453,0,2774,5220,2210,2790
45137,27099,0,2405,4623,1125,2961
26151,12416,0,1511,6385,435,1721
40266,16380,11297,3376,2860,565,2765
35789,17490,6750,1380,5635,1240,4930
26638,8901,0,1170,6350,1260,3831
49689,25203,7518,4795,5547,2230,3771
36539,20743,15652,1988,4490,835,3198
42717,19162,0,830,6316,3330,3822
49840,24110,0,2100,10460,1430,7172
12398,6396,0,365,2380,250,1291
57272,35257,30595,1403,10856,1246,1418
37513,15456,13710,1717,10674,770,2009
51949,30219,23681,3271,9165,1250,2610
66563,16691,14907,3240,5122,1593,3067
68623,19455,17940,2110,8042,660,2398
41808,22765,15395,5770,4900,1975,2276
61746,39405,32309,1462,9790,1430,2455
61438,40271,36046,1540,7524,1075,4131
19265,12128,9995,1090,1822,440,1996
67485,36883,11610,3517,4979,2204,2539
43886,24602,0,2296,5230,3745,2738
29658,16675,11100,2544,4311,680,2595
74445,32131,16992,12558,10708,465,4560
41187,19545,5625,2340,8972,975,4530
35006,12889,10200,4180,11112,600,2412
32392,9578,3780,3710,6235,1900,5370
26018,14336,1000,1401,3768,405,1345
49741,30181,26780,4492,3481,1104,1984
44310,18523,9028,4714,8708,1253,4198
29333,8282,4770,1785,5452,630,910
22623,8758,6850,680,3615,990,1531
42864,24728,19702,950,5365,2900,2552
31316,17382,14780,1850,4322,1822,1684
67926,27953,24954,5860,15986,545,2265
53548,21262,12600,3590,4078,1489,5319
43379,26183,736,1725,3030,520,1060
31247,10180,2000,590,3200,890,776
23389,11521,6900,1365,4002,445,2033
34374,16577,12920,2045,1540,2125,690
36183,13885,4600,720,16031,560,203
18143,10385,4200,2400,2220,778,668
28677,15275,11880,4270,1769,488,2653
35356,19544,1200,2040,2540,1990,594
41731,11061,100,3012,5765,1875,1900
18893,7510,280,1530,5764,860,710
108132,23278,13300,15808,11212,1710,3517
48223,22920,3465,2420,6135,941,3484
31686,14905,3220,3260,3567,288,1470
45013,21916,11120,3354,3800,719,3550
35069,19811,10690,1255,5916,1030,2015
31136,14881,13705,4660,1990,1083,1538
16831,10739,3000,420,3009,364,1225
53709,33370,220,5680,5981,1515,2800
43889,28612,5700,900,6650,2760,2820
32188,14056,9040,3170,6672,1363,1240
100398,37054,29120,11964,11633,6644,4062
122982,41936,29170,26798,9480,3344,5174
20528,9918,8680,800,1724,850,795
58896,31085,24180,3106,5956,160,6760
80451,23208,400,11246,16471,1500,5665
78010,24361,18196,7892,8788,2560,4202
66682,25734,10500,8470,3816,925,4260
18979,8476,7540,2340,2408,165,2290
61670,26322,0,3115,9248,1115,4529
158791,33870,17960,33900,10440,430,9150
61408,21881,11240,5564,7732,1160,4028
87337,40340,15600,10096,10632,2520,5360
86122,23426,2150,8120,9476,3085,6943
43413,20465,200,2254,6028,465,5615
14357,8473,3195,1242,1574,294,1365
44759,23991,15180,4912,5300,1174,2790
40531,21266,10780,2540,1960,930,1708
40510,26006,12600,2340,2580,1275,2168
19296,8779,225,1892,1745,1250,1330
37420,17144,1500,3370,7773,1285,3600
25014,16462,200,980,1773,335,2025
35000,17068,9826,1710,3645,2095,2305
51253,30605,19877,2976,4072,975,3065
42561,21790,8596,1225,5130,2450,2198
125339,42072,25800,11745,23246,5844,3010
300176,59944,14088,14363,9948,3701,3655
34300,13560,11700,2815,5357,420,2302
43179,7686,0,5172,10061,380,2555
110204,33290,21764,23242,4120,3030,1150
116361,37837,26058,11625,21172,3250,11173
34905,18768,13560,1885,7625,475,948
58429,26956,774,2704,5640,2840,2650
21430,10677,8411,285,4430,753,1675
46695,22331,12210,5685,5599,1240,1130
63977,20022,100,2160,4778,972,1689
58663,16751,13470,17276,5768,2655,2813
77545,52984,30118,2692,5854,640,1666
81998,25373,1740,4611,8970,2420,3136
142898,39415,34650,19020,15815,5090,4685
51326,16687,0,670,11660,970,2295
14505,5712,2400,370,4569,448,500
38406,15250,10314,4120,1697,676,3388
71870,30845,12930,4785,2524,830,2296
33819,15035,1850,2190,5372,1065,1038
41904,14928,1125,1906,14360,810,2378
38781,19098,0,1820,3955,3950,1915
55501,20542,0,1980,3726,1180,3195
5408,3136,216,600,650,205,500
37712,19193,380,2150,5827,745,2295
22322,12002,450,573,3507,715,770
41628,24985,0,2246,4710,1340,4370
52511,22365,4509,5844,7320,1185,2805
14855,9158,0,390,1486,235,2640
98404,23622,15400,12300,4184,2208,2448
46578,28859,0,2180,3761,995,2408
49153,27108,700,3710,4964,710,2485
77320,37192,2000,4740,5074,1550,4530
33774,19650,140,1780,4170,1509,2455
15546,11958,0,360,1140,130,1435
48199,18700,0,1290,2588,785,1575
57816,23792,22443,6167,10003,1010,1325
77511,45745,43674,4660,7997,1350,3570
43651,10177,6870,9270,6311,1500,3745
95019,26944,16554,9132,9242,985,2572
48575,25679,22620,2259,4100,340,2685
51455,19971,19050,2978,11895,603,3058
100730,21322,14340,22553,21629,3475,4985
104706,42586,36400,15210,11886,2226,6889
59896,23203,18660,7997,9278,1454,3065
80235,32266,30121,8950,14800,2695,5010
87932,41736,32970,7090,16420,2480,4431
94815,52690,49368,6185,12972,2515,8340
41216,23635,21690,2013,5289,1099,980
57778,25098,20708,910,7044,1795,2445
104978,60993,56550,6413,16772,1885,4597
62142,19286,16095,11028,12017,498,1511
33397,15142,5680,3530,5836,1033,1915
71149,27317,6550,8560,10404,1045,2755
35862,13120,3180,3340,5448,910,1171
47481,20900,220,4200,7745,780,2560
18084,10328,6012,1210,3040,405,1290
20822,10236,7000,2410,2904,605,1945
30123,16543,11452,4160,2200,240,1055
33981,14775,2270,1764,3612,1220,2086
33549,16811,0,1700,4488,460,1710
50391,29116,24600,2800,6120,2508,2891
20817,11133,3000,850,2810,177,1052
34999,18246,7063,1810,4806,980,2340
71265,26332,19352,9129,11658,712,3949
27082,15960,15648,2405,3278,596,1400
18610,10965,0,350,2615,448,1262
32319,18243,4480,1600,3956,991,1625
36768,16370,1887,2364,5390,1990,1615
18131,8485,4300,2270,1210,1525,2541
27310,16446,214,360,4380,1200,2548
15133,7501,264,495,2383,438,898
171684,34960,22652,38818,41633,1175,7578
17921,8246,875,410,5200,425,975
21099,9253,1120,1600,4990,890,1010
30148,17402,1279,18,4852,1020,1393
46683,19969,5040,3989,10420,1840,2225
29558,14230,3455,4042,3457,1589,2159
24773,16634,6520,1290,3560,496,1112
22989,12601,1350,499,1783,530,910
57390,34273,26925,7142,4971,2140,2239
42588,15769,6755,3702,5119,1770,1966
30071,16020,9450,2010,3912,1005,3050
13550,7323,4020,700,1885,1060,1138
34770,23278,2809,1495,3970,1156,1543
44748,26278,15960,2781,4675,1685,1308
46648,27478,13065,1912,4354,915,2530
63568,30478,9705,11433,9105,414,2338
30759,18191,1520,1230,3511,355,2605
76452,38491,25830,6591,10015,575,2478
34920,19499,9970,1965,3164,2792,2223
41662,21125,1000,1146,5322,675,1665
33698,14471,4620,3876,5294,2755,2950
42288,19936,5300,2544,4857,1350,5605
73342,28904,17940,4663,12786,2420,9820
29877,14925,12000,1394,3814,655,1507
55785,32066,25200,3084,2020,635,5690
56116,28506,26104,2935,9696,1195,2600
40883,14202,0,2435,5385,7525,4530
